,x,y,z
1,-0.49071199774793756,0.7755401763412116,0.3971639084142343
2,-0.5912135352244186,0.5935915947267085,0.5459996102903812
3,-0.6236817302978128,0.4697390075416318,0.6247930570089019
4,-0.6141912901818805,0.4595741099760237,0.6415299653987043
5,-0.6147956204580449,0.4594574674018162,0.6410344614093041
6,-0.6155594610009778,0.46007854478743027,0.6398548918297541
7,-0.6185720432453957,0.4590572134695562,0.6376794665635571
8,-0.6175949415102922,0.4600728535842156,0.6378945505456022
9,-0.6186962937002798,0.46080934990767136,0.6362936737067298
10,-0.6157587769934275,0.46011027296759816,0.6396402623860077
11,-0.6242909309032845,0.4603006076804696,0.6311768247970617
12,-0.6239379011916227,0.4606120979684427,0.6312986540946389
13,-0.6210461837428086,0.4628629763533335,0.6325025713622254
14,-0.4273629309334026,0.5686976962132985,0.7028113940351982
15,-0.5612541462140047,0.6687818194658629,0.4875701603969614
16,-0.5906552973176693,0.4594650191603216,0.6633386886942303
17,-0.6064994129107224,0.46313378817385936,0.6462704978495304
18,-0.5615944207146415,0.653651833030157,0.5072977309218938
19,-0.5224339573280024,0.7341586465402683,0.4336748112823296
20,-0.6033593887668116,0.46574066762748617,0.6473353678773027
21,-0.630802030111443,0.5003261430795535,0.593095733721311
22,-0.6041931124324075,0.46425065931000115,0.6476279859761076
23,-0.611842850083771,0.3621167642103516,0.7032210007381696
24,-0.5526295272146567,0.6937806810726879,0.46181053714788955
25,-0.49062821347574426,0.5869929187471362,0.6439901159818505
26,-0.6407680175781862,0.5111705829363948,0.5728184553498494
27,-0.702531737700603,0.536679343025873,0.46735900578964834
28,-0.6344283218907258,0.4999993421803462,0.5894924615312214
29,-0.6339859198367639,0.5019687862462442,0.588293456604104
30,-0.6340752232101253,0.4986992583480082,0.5909717937720685
31,-0.6372381835270527,0.4952730874497215,0.5904507314782181
32,-0.6336249248515077,0.4996710187539771,0.5906338354888617
33,-0.4915091087135617,0.7695571071250384,0.40767714545328915
34,-0.6098212864881023,0.3855577065710629,0.6924328512207216
35,-0.6103817506192425,0.3836938674897209,0.6929741225772933
36,-0.6126740335407279,0.3840168479348975,0.6907688391401865
37,-0.6147742913929877,0.38267818146478033,0.6896448216821891
38,-0.6136909224663043,0.38277703014751385,0.6905542678703143
39,-0.6106716916223388,0.38712554884811295,0.6908066983463307
40,-0.6122958586727013,0.3862253374812124,0.689872285383159
41,-0.6279639304893068,0.46893997971606766,0.6210930666400286
42,-0.5632493873825881,0.6371976402818346,0.5260506580476837
43,-0.6319180865324265,0.5075850848017124,0.5856935321480298
44,-0.4854859906651151,0.7732113113047203,0.4079799271267479
45,-0.6092085785278157,0.3784764695032605,0.696864742888077
46,-0.5768580585924312,0.6900368564590729,0.43713146416730514
47,-0.5738554244612675,0.5843266082751923,0.5738051643876938
48,-0.5759581385656225,0.6403402554360779,0.5081698337053093
49,-0.5072667380088729,0.7624291858134132,0.401724026079762
50,-0.6231282519058534,0.4615957623111775,0.6313798649728372
51,-0.621180070708925,0.4627941457181635,0.6324214563430389
52,-0.749447186129401,0.5485726857092073,0.3706709102377879
53,-0.4973884354943046,0.7746431482856772,0.3905543970442305
54,-0.6358263725793786,0.5031913341976457,0.5852549061058289
55,-0.577693594363757,0.6487765341315409,0.4953373797638824
56,-0.5760635641378535,0.6507551425482224,0.4946397825891444
57,-0.5779416326425318,0.6467786505435534,0.4976553490715685
58,-0.5992814279572342,0.4180489653613422,0.6827128478839765
59,-0.5659002199680705,0.6366721945090834,0.523837243596785
60,-0.6641200494808975,0.5118845988317413,0.5449024842633381
61,-0.5882388833866926,0.5540957215609071,0.5890271194264952
62,-0.5735315566046846,0.49017124348023505,0.6563487682959781
63,-0.4878097343433683,0.7722353775037417,0.40705550581156125
64,-0.6510547270401652,0.5178908665190494,0.5549025074504567
65,-0.6739348137351653,0.5322607438701242,0.5123576557157805
66,-0.48123065972903506,0.7759339113463017,0.40785244557264483
67,-0.6914564382485765,0.5364645775463195,0.4838323584079939
68,-0.601632794481636,0.41733641341048977,0.6810787756536584
69,-0.6331202634082588,0.4993447382802039,0.5914503904925009
70,-0.5652194477327133,0.6398088094863688,0.520741455242774
71,-0.5920557904030276,0.5855404446185389,0.5537258606622685
72,-0.6026078730773979,0.4195725211265879,0.6788391936391222
73,-0.6002464826305904,0.4210469614550027,0.6800173647335146
74,-0.6273943451680513,0.47640810342266376,0.6159640043414653
75,-0.6289734870973345,0.4782825535188682,0.612893262753059
76,-0.6262257339290841,0.47705616823463876,0.6166512324760763
77,-0.5943945185335369,0.43608336988616225,0.6756674114133473
78,-0.6259894811287235,0.474050712942724,0.6192035942036244
79,-0.6078871883661601,0.488788785240339,0.6257465058980021
80,-0.6283426433948424,0.5389924606012331,0.5609569055699468
81,-0.5896587899228289,0.38437906438365216,0.7103205236583646
82,-0.7389461958318698,0.5597328917416019,0.3750434769039344
83,-0.566560282658028,0.6603405110105904,0.49290958159963544
84,-0.5292554883575771,0.7223949264488373,0.44501033503095355
85,-0.5598303228644909,0.708181758829938,0.4301960088866187
86,-0.49175796120375703,0.7685857944180381,0.40920653002062124
87,-0.673737895945044,0.5263059915084443,0.5187284943685458
88,-0.6004801173562487,0.420382615615731,0.6802220851662362
89,-0.6331469767031048,0.49282048764284897,0.5968692259207059
90,-0.49832943529668566,0.7552972231029709,0.4256687429091163
91,-0.6289486007852517,0.5381798318221005,0.5610580417302736
92,-0.6250654201010059,0.47599986326398547,0.6186415365675184
93,-0.627629257895282,0.538589712618267,0.5621411175991221
94,-0.6067061843668059,0.4156381800524701,0.6776079317228672
95,-0.4817116557012225,0.7741129329266714,0.41073476580057544
96,-0.5651034795799074,0.6368047056003743,0.5245358179303887
97,-0.6084674918038294,0.3900895240203373,0.6910842746492958
98,-0.5608148268690709,0.7015908931611239,0.43960999601600337
99,-0.6327446359239814,0.5079583715809255,0.5844762770637338
100,-0.6616276648011918,0.5685071893326901,0.4889257702829404
101,-0.6073360146330732,0.47184557214435363,0.6391437407793203
102,-0.5653152991483051,0.664031870908456,0.4893672311942004
103,-0.5339590384747985,0.7118391968627578,0.4562594689876065
104,-0.48381306668538,0.7714435617700243,0.413279260921797
105,-0.4987126761754282,0.7638866185824622,0.40958869683207144
106,-0.6036272173030993,0.45257396251504506,0.656361935965476
107,-0.4814730721824258,0.7719863029599017,0.4149949744340521
108,-0.48358595322301123,0.7691712990312207,0.417756075469904
109,-0.6274354248023186,0.5043268099565102,0.5932783970972008
110,-0.5816394500356408,0.565422168042125,0.5848019511328433
111,-0.608298878635777,0.3797531240480333,0.6969648764652457
112,-0.48778694289967534,0.7709768667976148,0.4094613158767526
113,-0.627611163522684,0.5056592139320639,0.5919569129483242
114,-0.4877982118099859,0.7715608391215708,0.40834639228110925
115,-0.5913504347259708,0.45947586535732654,0.6627115454732483
116,-0.6224261962919408,0.5465261246431125,0.5602631749920098
117,-0.564991340848479,0.670354910842501,0.4810499748213072
118,-0.6581850323288222,0.5437244873085665,0.5207265550356961
119,-0.43716668554798066,0.5102493466608023,0.7406287148627289
120,-0.6507587334366696,0.5137723231332303,0.559062671655142
121,-0.4901140740644067,0.7701256136068809,0.4082826639359238
122,-0.6303621104048024,0.503103392490081,0.5912111181557528
123,-0.4831830485951568,0.7698716872548933,0.4169313213391316
124,-0.6752632678936901,0.5687453379019631,0.4696256590608271
125,-0.6223202435612911,0.48825963975053066,0.6118169976753647
126,-0.5668408222808883,0.6486840011896908,0.5078390973492092
127,-0.6005342208185527,0.45307752014614433,0.6588470310808678
128,-0.5248950182150723,0.611001328171778,0.5925897373607834
129,-0.5232569297804492,0.6118330010757853,0.593180043689381
130,-0.564169477073241,0.6325205880447239,0.5306887099217982
131,-0.6112657646259528,0.3640261272906218,0.7027368950368561
132,-0.610516661686898,0.3598658358501576,0.7055253262573592
133,-0.6104975536675734,0.36536077682193124,0.7027120603248412
134,-0.6186550276008438,0.35823238414835756,0.6992392407263646
135,-0.6120755558761748,0.4367665729882342,0.6592408320325623
136,-0.6156105496647123,0.3654501378730367,0.6981904094658485
137,-0.6135921877670787,0.3686396563923697,0.6982903628478097
138,-0.6097533211970325,0.36833492720799244,0.7018050075967479
139,-0.6158606754648329,0.3666023756210679,0.6973652748775131
140,-0.6143916953524133,0.3642046990440333,0.6999126958958757
141,-0.5394543039777538,0.7072127468496544,0.4569892609386392
142,-0.5953636052347383,0.448638656008438,0.6665324702494524
143,-0.6829894557376504,0.5458090710990992,0.48540484263872635
144,-0.4693841446900222,0.7910675704567668,0.39228895432479954
145,-0.6266892932403804,0.5053856300919066,0.5931659924797434
146,-0.61316363196923,0.4630258420852794,0.6400292415128552
147,-0.6175864834624509,0.3572251361429988,0.7006976077824868
148,-0.6462217694060546,0.5049564371203025,0.5722031294535866
149,-0.5996703572734065,0.38677232192461447,0.7005730751325142
150,-0.6372208584324414,0.4822586094334554,0.6011457487214997
151,-0.5750837864675424,0.500459239722292,0.6471624123191485
152,-0.5746870735709774,0.4988814837359976,0.6487310942569314
153,-0.6418683291776008,0.5191814278955614,0.5643187866154031
154,-0.6306029045815427,0.5041068437741816,0.5900985229547305
155,-0.6085118577604424,0.39422162859555077,0.6886963238702576
156,-0.5940639334463422,0.5111560134845404,0.6211341021525482
157,-0.590433006934011,0.5099358974672775,0.6255831238109802
158,-0.5909851784892133,0.51021472776409,0.6248339382417445
159,-0.5948708419936837,0.5101001479644494,0.6212298450592766
160,-0.5926251653168106,0.5060245031427296,0.6266854200094145
161,-0.5967460357009129,0.3657007674928702,0.7142528386575515
162,-0.5625374944291054,0.39785670695221115,0.7247493415620097
163,-0.6136673649998878,0.3607134995664792,0.7023518607967079
164,-0.5924009686676327,0.5094732679913955,0.6240978140674891
165,-0.4780218507839061,0.7904282934131585,0.38303814842008993
166,-0.6921601226478303,0.5336318933843841,0.48595407908478133
167,-0.4928734677964393,0.3715686674763913,0.7867734553809828
168,-0.615541322224581,0.3570177981167663,0.7026002935253234
169,-0.6177268705417456,0.35961222994773423,0.6993515264033671
170,-0.6155453609137563,0.36246816925085806,0.699800496525606
171,-0.616383509169349,0.36222320441815026,0.6991893304428535
172,-0.6111794112111443,0.38171449151685916,0.6933640993573468
173,-0.6132891706695329,0.366653583433803,0.6996009883459484
174,-0.4796414642573512,0.7695579489265291,0.4215739899579405
175,-0.5910527757792334,0.5231952434399225,0.6139408387503664
176,-0.6240780947747502,0.5359396420537134,0.56859056595907
177,-0.5757694240434241,0.49825482590331904,0.6482528046994913
178,-0.4962185283140537,0.7972084039606597,0.343839981404624
179,-0.6139883730843688,0.47806296533266324,0.6280717147703362
180,-0.7437172002132616,0.5587844221160789,0.3669396349637732
181,-0.4835327822619986,0.7978417437481934,0.3600619396865112
182,-0.48249914053430093,0.7983350462940827,0.3603550100141328
183,-0.49003627855896725,0.800889686424527,0.34415135605558955
184,-0.47698196986012376,0.7901718740136865,0.3848592079527976
185,-0.6057550086906025,0.4559389344211534,0.6520587071155106
186,-0.6049134813670859,0.457243573801665,0.6519263718223351
187,-0.6187998239080001,0.5198239182285005,0.5889565959975297
188,-0.6485455075530784,0.5697210404203529,0.5047837762201464
189,-0.49192241593270336,0.7604835895466208,0.4238832937651816
190,-0.6130489673405989,0.5455928220810371,0.5714012916823651
191,-0.725104404314663,0.5508630751781601,0.41324747458240857
192,-0.47786094466195417,0.8016828164325939,0.3591010712925941
193,-0.5480575100905982,0.6824018070453888,0.4836948825183929
194,-0.4798226764474968,0.7907855369233784,0.38003741099997623
195,-0.6106251556121005,0.3680038769191798,0.7012204117865873
